name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Agartala, TR, India",2025-02-12T13:00:00,82.4,84,64.4,54.58,0,0,,0,0,21.7,6.9,240,1012,50,2.5,701.7,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-12T14:00:00,82.5,85.3,67.6,60.77,0,0,,0,0,21.5,5.5,240,1011.2,50.5,2.8,646,2.3,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-12T15:00:00,82.4,85.4,68,61.84,0,0,,0,0,20.6,6.9,260,1011,50,3.1,583,2.1,6,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-12T16:00:00,80.6,83.9,69.8,69.74,0,0,,0,0,18.3,4.7,240,1010,50,3.1,395,1.4,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-12T17:00:00,80.6,84.5,71.6,74.15,0,0,,0,0,12.3,0,0,1010,50.2,2.5,134,0.5,1,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-12T18:00:00,77,77,69.8,78.5,0,0,,0,0,7.2,0,0,1011,50,2.5,31,0.1,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-12T19:00:00,73.4,73.4,69.8,88.52,0,0,,0,0,7.6,0,0,1012,50,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-12T20:00:00,71.7,71.7,69.4,92.59,0,0,,0,0,9.2,2.2,180,1012.2,39.9,1.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-12T21:00:00,73.7,73.7,69,85.32,0,0,,0,0,10.3,5.4,185.7,1013,2.1,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-12T22:00:00,73.3,73.3,70.1,89.61,0,0,,0,0,10.7,5.4,193.5,1013,3.3,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-12T23:00:00,71.3,71.3,69.2,92.94,0,0,,0,0,10.7,0,198,1012.9,30,1.3,0,0,0,3,Partially cloudy,partly-cloudy-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-13T00:00:00,71.5,71.5,70.1,95.22,0,0,,0,0,10.1,5.1,197.2,1013,0,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-13T01:00:00,71.5,71.5,69.9,94.64,0,0,,0,0,9.2,4.7,194.7,1013,0,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-13T02:00:00,72.2,72.2,71.3,96.88,0,0,,0,0,8.3,0,180,1008.3,30.8,0.7,0,0,0,3,Partially cloudy,fog,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-13T03:00:00,69.9,69.9,68.6,95.78,0,0,,0,0,7.4,3.8,168.9,1012,0.6,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-13T04:00:00,71.1,71.1,70.2,96.99,0,0,,0,0,7.6,4,165.1,1012,21,15,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-13T05:00:00,73,73,71.6,95.31,0,0,,0,0,8.5,2.2,189,1010.9,50.4,0.9,0,0,0,3,Partially cloudy,fog,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-13T06:00:00,73.4,73.4,71.6,94.11,0,0,,0,0,9.2,0,0,1012,50,1.2,0,0,0,3,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T07:00:00,73.4,73.4,71.6,94.11,0,0,,0,0,10.5,0,0,1013,50,1.2,6.8,0,0,3,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T08:00:00,73.7,73.7,71.4,92.44,0,0,,0,0,15,3.4,175,1013.3,51,1.6,55.9,0.2,1,3,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-13T09:00:00,77,77,71.6,83.45,0,0,,0,0,15.4,8.1,200,1014,50,1.9,132.1,0.5,1,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T10:00:00,78.8,78.8,69.8,73.97,0,0,,0,0,16.1,6.9,220,1013,50,2.5,310.6,1.1,3,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T11:00:00,83.8,87,68.1,59.43,0,0,,0,0,17,5,213,1012.2,55.4,2.8,612.4,2.2,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-13T12:00:00,84.2,87.4,68,58.35,0,0,,0,0,18.3,9.2,250,1011,50,3.1,742.2,2.7,7,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T13:00:00,84.2,86.5,66.2,54.83,0,0,,0,0,17.9,6.9,240,1010,50,3.1,764.4,2.8,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T14:00:00,86,87.6,64.6,48.87,0,0,,0,0,17.7,4.5,249,1009.1,33.5,2.8,614.8,2.2,6,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-13T15:00:00,84.2,86.5,66.2,54.83,0,0,,0,0,17,8.1,280,1009,27.6,2.5,358.4,1.3,4,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T16:00:00,84.2,87.4,68,58.35,0,0,,0,0,15.9,5.8,260,1009,27.6,2.5,303.5,1.1,3,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T17:00:00,81.1,84.6,69.8,68.48,0,0,,0,0,13.6,2.3,248,1009,18.5,1.9,142.7,0.5,1,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-13T18:00:00,78.8,78.8,71.6,78.64,0,0,,0,0,8.3,3.4,210,1009,27.6,1.9,33.4,0.1,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T19:00:00,77,77,73.4,88.68,0,0,,0,0,10.1,5.8,190,1010,50,1.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-13T20:00:00,76.9,76.9,70.9,81.82,0,0,,0,0,11.4,0,180,1010.9,39.2,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-13T21:00:00,75.3,75.3,71.7,88.6,0,0,,0,0,11.9,6,178.5,1011,2.6,14.2,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-13T22:00:00,75.1,75.1,72.6,91.89,0.004,100,rain,0,0,11.9,6.3,180.7,1012,32.6,9.8,0,0,0,3,"Rain, Partially cloudy",rain,remote
"Agartala, TR, India",2025-02-13T23:00:00,74.8,74.8,71.6,89.86,0,0,,0,0,11.2,1.1,180,1011.2,59.9,1.3,0,0,0,3,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-14T00:00:00,73.7,73.7,72.1,94.69,0.012,100,rain,0,0,10.3,6.3,179.3,1012,18.7,15,0,0,0,3,Rain,rain,remote
"Agartala, TR, India",2025-02-14T01:00:00,74,74,72.8,95.85,0,0,,0,0,11.9,6.3,184.9,1011,16.9,15,0,0,0,3,Clear,clear-night,remote
"Agartala, TR, India",2025-02-14T02:00:00,74,74,72.9,96.44,0,0,,0,0,11.6,5.1,202,1011,20.2,15,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-14T03:00:00,71.7,71.7,71,97.59,0,0,,0,0,10.3,4.3,227.9,1010,27.5,15,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-14T04:00:00,70.2,70.2,69.3,96.97,0,0,,0,0,8.9,3.1,264,1011,32.7,15,0,0,0,3,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-14T05:00:00,62.9,62.9,61.1,93.85,0,0,,0,0,5.6,0,0,1011.3,44.8,1.5,0,0,0,3,Partially cloudy,partly-cloudy-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T06:00:00,64.4,64.4,60.8,88.1,0,0,,0,0,6.7,0,0,1012,0,1.9,0,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T07:00:00,68,68,62.6,82.87,0,0,,0,0,6.9,3.4,260,1013,0,1.9,8.9,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T08:00:00,70.7,70.7,55.7,58.9,0,0,,0,0,7.4,2.8,338,1014.2,15,1.6,133.9,0.5,1,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-14T09:00:00,73.4,73.4,57.2,56.91,0,0,,0,0,8.3,6.9,350,1015,0,1.9,334.6,1.2,3,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T10:00:00,75.2,75.2,53.6,47.01,0,0,,0,0,10.1,8.1,310,1014,0,1.9,538.3,1.9,5,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T11:00:00,78.8,78.8,51.2,38.13,0,0,,0,0,11.4,3.4,254,1013.3,0,1.8,673.4,2.4,7,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T12:00:00,78.8,78.8,50,36.54,0,0,,0,0,11.9,6.9,300,1012,0,2.5,796.4,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T13:00:00,80.6,79.9,50,34.45,0,0,,0,0,14.3,6.9,240,1011,0,2.5,831.6,3,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T14:00:00,82.4,81.6,54.8,38.76,0,0,,0,0,15.2,4.5,235,1009.9,0,2.2,767.6,2.8,8,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-14T15:00:00,80.6,80.3,53.6,39.34,0,0,,0,0,15.2,6.9,280,1009,0,3.1,639.7,2.3,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T16:00:00,78.8,78.8,55.4,44.56,0,0,,0,0,15,3.4,350,1009,0,3.1,450.7,1.6,5,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T17:00:00,75,75,62.7,65.61,0,0,,0,0,13.2,0,0,1009.3,0,2.8,230.8,0.8,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-14T18:00:00,69.8,69.8,62.6,77.92,0,0,,0,0,8.3,0,0,1010,0,1.9,40.6,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T19:00:00,68,68,62.6,82.87,0,0,,0,0,8.3,3.4,10,1011,0,1.9,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-14T20:00:00,65.8,65.8,60.6,83.22,0,0,,0,0,8.5,0,0,1012.1,0,1.6,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-14T21:00:00,63.6,63.6,54.2,71.56,0,0,,0,0,8.7,5.6,314.5,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-14T22:00:00,63.6,63.6,53.9,70.62,0,0,,0,0,8.5,6,330.4,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-14T23:00:00,60.2,60.2,58.4,93.68,0,0,,0,0,8.1,0,343.6,1012.7,0,1.3,0,0,0,10,Clear,clear-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-15T00:00:00,61.2,61.2,52.8,73.71,0,0,,0,0,7.6,5.6,7.9,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T01:00:00,60.7,60.7,52.4,74.15,0,0,,0,0,7.8,5.4,36.4,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T02:00:00,57.4,57.4,56.1,95.48,0,0,,0,0,7.6,0,57.1,1012.1,0,0.7,0,0,0,10,Clear,fog,"42724099999,41933099999"
"Agartala, TR, India",2025-02-15T03:00:00,59.6,59.6,51,73.07,0,0,,0,0,7.6,4.5,66.5,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T04:00:00,57.3,57.3,49.5,75.32,0,0,,0,0,7.6,4.3,72.1,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T05:00:00,55.2,55.2,53.7,94.62,0,0,,0,0,7.4,0,0,1012.2,0,0.9,0,0,0,10,Clear,fog,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-15T06:00:00,55.4,55.4,53.6,93.65,0,0,,0,0,7.4,0,0,1013,0,1.2,0,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T07:00:00,60.8,60.8,53.6,77.16,0,0,,0,0,7.6,0,0,1013,0,1.9,12.7,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T08:00:00,71.2,71.2,51.6,49.98,0,0,,0,0,8.9,1.6,120,1014.2,0,1.6,163.6,0.6,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-15T09:00:00,77,77,50,38.78,0,0,,0,0,9.2,3.4,140,1014,0,2.5,383.6,1.4,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T10:00:00,78.8,78.8,46.4,31.93,0,0,,0,0,9.8,3.4,330,1013,0,3.1,583.9,2.1,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T11:00:00,82,80.6,48.2,30.75,0,0,,0,0,9.4,4.4,360,1012.4,0,2.8,733.5,2.6,7,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-15T12:00:00,82.4,80.8,48.2,30.38,0,0,,0,0,10.7,6.9,300,1011,0,3.1,817.5,2.9,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T13:00:00,82.4,80.8,48.2,30.38,0,0,,0,0,11.9,4.7,310,1010,0,3.1,828.2,3,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T14:00:00,82.7,81.9,55.3,39.07,0,0,,0,0,12.8,2.8,289,1009.4,0,2.8,763.9,2.8,8,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-15T15:00:00,82.4,82.1,57.2,42.28,0,0,,0,0,13,3.4,340,1009,0,3.1,631.3,2.3,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T16:00:00,80.6,81.5,60.8,50.99,0,0,,0,0,12.8,4.7,350,1009,0,3.1,443.4,1.6,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T17:00:00,76.6,76.6,62.5,61.67,0,0,,0,0,11,1.6,20,1009.3,0,2.8,226.8,0.8,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-15T18:00:00,71.6,71.6,64.4,78.06,0,0,,0,0,6.7,3.4,30,1010,0,3.1,40.1,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T19:00:00,69.8,69.8,64.4,82.99,0,0,,0,0,6.7,3.4,40,1011,0,2.5,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-15T20:00:00,66.4,66.4,60.6,81.42,0,0,,0,0,6.3,0,295,1011.6,0,2.5,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-15T21:00:00,69.3,69.3,56.9,64.65,0,0,,0,0,5.6,4.5,312.2,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T22:00:00,69.9,69.9,56.2,61.84,0,0,,0,0,5.1,3.6,338.6,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-15T23:00:00,62.7,62.7,59.2,88.2,0,0,,0,0,4.9,0,2.2,1011.8,0,1.3,0,0,0,10,Clear,clear-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-16T00:00:00,62.5,62.5,56,79.35,0,0,,0,0,6.7,3.4,39.7,1012,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-16T01:00:00,61.8,61.8,55.8,80.86,0,0,,0,0,4.7,4,83,1011,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-16T02:00:00,59.3,59.3,56.9,91.95,0,0,,0,0,6.9,0,108.5,1010.7,0,1.2,0,0,0,10,Clear,clear-night,42724099999
"Agartala, TR, India",2025-02-16T03:00:00,61.1,61.1,52.8,74.18,0,0,,0,0,7.4,4.3,125.1,1011,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-16T04:00:00,58,58,52.6,82.19,0,0,,0,0,7.4,3.8,142,1011,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-16T05:00:00,57.3,57.3,55.5,93.74,0,0,,0,0,7.4,0,0,1011.3,0,1.6,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T06:00:00,58.1,58.1,57.2,96.92,0,0,,0,0,7.2,3.4,150,1012,0,1.2,0,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T07:00:00,66.2,66.2,59,77.62,0,0,,0,0,7.4,3.4,160,1013,0,1.2,13,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T08:00:00,69.9,69.9,60.4,71.75,0,0,,0,0,10.3,2.8,159,1013.4,0,1.3,160.7,0.6,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T09:00:00,73.4,73.4,59,60.7,0,0,,0,0,11.4,4.7,210,1014,0,1.9,377.4,1.4,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T10:00:00,77,77,57.2,50.46,0,0,,0,0,12.8,4.7,230,1014,0,1.9,574.9,2.1,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T11:00:00,82,83.4,63.9,54.28,0,0,,0,0,14.5,5.5,230,1013.1,0.5,1.9,726.5,2.6,7,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T12:00:00,82.4,82.5,59,45.1,0,0,,0,0,15.9,11.4,220,1012,27.6,3.1,802.8,2.9,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T13:00:00,84.1,83.4,57.1,39.88,0,0,,0,0,17.9,6.9,290,1011,25,3.1,549.7,2,5,10,Partially cloudy,partly-cloudy-day,VEAT
"Agartala, TR, India",2025-02-16T14:00:00,85.6,85,58.7,40.25,0,0,,0,0,18.1,5.6,249,1010.4,27.3,2.8,687.5,2.5,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T15:00:00,84.2,83.9,59,42.56,0,0,,0,0,17.7,6.9,250,1010,0,3.1,610.4,2.2,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T16:00:00,83.3,83.6,60.8,46.76,0,0,,0,0,16.6,5.8,235,1010.5,0,3.1,433.4,1.6,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T17:00:00,79.2,79.2,65.8,63.54,0,0,,0,0,14.1,0,0,1011.1,0,2.8,222.5,0.8,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T18:00:00,73.4,73.4,66.2,78.21,0,0,,0,0,6.5,3.4,170,1012,0,2.5,40.1,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T19:00:00,71.6,71.6,66.2,83.11,0,0,,0,0,5.4,0,0,1013,0,2.5,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-16T20:00:00,67.8,67.8,65.7,92.81,0,0,,0,0,4,0,0,1013.3,10.5,1.9,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-16T21:00:00,68.3,68.3,60.5,76.31,0,0,,0,0,6,4,100.4,1013,18.8,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-16T22:00:00,67.9,67.9,60.2,76.28,0,0,,0,0,7.4,4.5,100.4,1014,28.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-16T23:00:00,66.5,66.5,61.2,83.03,0,0,,0,0,7.4,0,101.8,1014.1,23,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41933099999"
"Agartala, TR, India",2025-02-17T00:00:00,65.2,65.2,59.6,82.16,0,0,,0,0,6.9,4,99.6,1014,17,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-17T01:00:00,65.4,65.4,59.8,82.17,0,0,,0,0,6.9,3.8,97.7,1014,6,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-17T02:00:00,63.7,63.7,61.9,93.87,0,0,,0,0,6.5,0,99.7,1013.1,0.2,1.3,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-17T03:00:00,62.7,62.7,59.8,90.31,0,0,,0,0,6.5,3.8,111.3,1014,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-17T04:00:00,62.1,62.1,60,92.63,0,0,,0,0,6.5,3.4,132.2,1013,0,15,0,0,0,10,Clear,clear-night,remote
"Agartala, TR, India",2025-02-17T05:00:00,62.6,62.6,61.1,94.84,0,0,,0,0,6.5,0,0,1014.1,0,1.3,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-17T06:00:00,64.4,64.4,60.8,88.1,0,0,,0,0,6.5,0,0,1015,0,1.2,0,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T07:00:00,68,68,59,72.94,0,0,,0,0,5.8,0,0,1015,0,1.9,13.1,0,0,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T08:00:00,73.4,73.4,62.7,69.31,0,0,,0,0,7.4,2.1,151,1015.9,34.8,1.9,144.6,0.5,1,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-17T09:00:00,78.8,78.8,64.4,61.39,0,0,,0,0,8.1,0,0,1016,0,2.5,358.1,1.3,4,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T10:00:00,82.4,83.4,62.6,51.25,0,0,,0,0,8.3,5.8,250,1015,0,3.1,565.5,2,6,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T11:00:00,84.3,85.7,64.2,50.98,0,0,,0,0,9.6,3.4,255,1015.1,0,2.8,710.9,2.6,7,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-17T12:00:00,84.2,85,62.6,48.35,0,0,,0,0,13.2,6.9,240,1014,27.6,3.1,797.1,2.9,8,10,Partially cloudy,partly-cloudy-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T13:00:00,86,86.7,62.6,45.64,0,0,,0,0,16.3,8.1,230,1012,0,3.1,782.5,2.8,8,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T14:00:00,86.3,86.4,61.1,42.82,0,0,,0,0,16.3,3.9,260,1012,30,2.8,713,2.6,7,10,Partially cloudy,partly-cloudy-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-17T15:00:00,86,86.1,60.8,42.83,0,0,,0,0,14.1,6.9,280,1011,0,3.1,502.3,1.8,5,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T16:00:00,82.4,84,64.4,54.58,0,0,,0,0,13.9,4.7,270,1012,0,3.1,318.4,1.1,3,10,Clear,clear-day,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T17:00:00,81.1,82.3,62.7,53.55,0,0,,0,0,10.7,1.6,250,1011.9,10,2.5,192.1,0.7,2,10,Clear,clear-day,"42724099999,41915099999,41933099999,VEAT"
"Agartala, TR, India",2025-02-17T18:00:00,77,77,62.6,61.16,0,0,,0,0,4.7,0,0,1012,0,2.5,37.5,0.1,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T19:00:00,71.6,71.6,64.4,78.06,0,0,,0,0,5.1,3.4,160,1013,0,2.5,0,0,0,10,Clear,clear-night,"42724099999,VEAT"
"Agartala, TR, India",2025-02-17T20:00:00,70.1,70.1,65.1,84.23,0,0,,0,0,5.6,0,188.4,1013.7,50,2.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-17T21:00:00,72.2,72.2,63.1,72.89,0,0,,0,0,5.8,4.9,180,1014,28.2,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-17T22:00:00,72.6,72.6,63.2,72.46,0,0,,0,0,5.8,4.5,177.3,1014,26.6,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-17T23:00:00,68.6,68.6,63.7,84.47,0,0,,0,0,5.6,0,183.5,1013.7,80,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-18T00:00:00,69.9,69.9,62.3,76.94,0,0,,0,0,6.5,2.9,239.9,1014,38.2,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-18T01:00:00,71.1,71.1,62.5,74.18,0,0,,0,0,4.3,3.8,316.8,1014,48.9,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-18T02:00:00,67.2,67.2,62.7,85.37,0,0,,0,0,4,0,359.3,1012.9,40,1.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"42724099999,41915099999,41933099999"
"Agartala, TR, India",2025-02-18T03:00:00,69.5,69.5,61.8,76.42,0,0,,0,0,5.4,3.4,17,1013,43.3,12.6,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-18T04:00:00,65.9,65.9,60.9,83.8,0,0,,0,0,5.8,2.2,72.9,1013,23.2,15,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
"Agartala, TR, India",2025-02-18T05:00:00,64,64,60.6,88.78,0,0,,0,0,6,0.6,10,1012.4,13.7,1.5,0,0,0,10,Clear,clear-night,"42724099999,41915099999,41933099999,VEAT"
